YEAR,SECTION,QUESTION_NUMBER,QUESTION_TEXT,QUESTION_TYPE,MARKS,DIFFICULTY_LABEL,TOPIC,ANSWER_TEXT
2014,Section B (Python),4g,What is cursor in Python-MySQL connectivity? Write code to create a cursor object.,Very Short Answer,1.0,easy,Python - Database Connectivity,Cursor is an object to execute SQL queries. Code: cursor=connection.cursor()
2015,Section B (Python),1b,Write Python code to update the marks of a student with RollNo=5 to 95 in STUDENTS table.,Short Answer,2.0,hard,Python - Database Connectivity,"cur.execute('UPDATE STUDENTS SET Marks=95 WHERE RollNo=5')
con.commit()"
2021,Section B (Python),4c,Identify valid Python identifiers from: (i) _count (ii) 2name (iii) my-var (iv) TotalScore,Very Short Answer,1.0,easy,Python Basics - Identifiers,Valid: (i) _count (iv) TotalScore. Invalid: (ii) 2name (starts with digit) (iii) my-var (hyphen not allowed)
2011,Section B (Python),1f,Which Python library module contains the function randint()? Write a statement to generate a random integer between 1 and 50.,Very Short Answer,1.0,easy,Python Basics - Library Modules,"Module: random. Statement: import random; x = random.randint(1,50)"
2023,Section B,2g,What are mutable and immutable data types in Python? Give one example of each.,Short Answer,2.0,medium,Python Basics - Data Types,"Mutable types can be changed after creation (e.g., list). Immutable types cannot be changed (e.g., tuple)."
2017,Section B (Python),1b,Rewrite the following Python code removing all errors: def square(n) return n*n print(square[5]),Short Answer,2.0,medium,Python Basics - Syntax Errors,"Errors: (1) Missing colon after def square(n) (2) square[5] should be square(5). Corrected: def square(n): return n*n
print(square(5))"
2017,Section B (Python),4h,"Find the output: x=[10,20,30,40,50]; print(x[1:4]); print(x[-2:])",Short Answer,2.0,medium,Python Basics - Lists and Loops,"[20, 30, 40]
[40, 50]"
2019,Section B (Python),6c,Write a Python program to print the sum of all even numbers from 1 to 100.,Short Answer,2.0,hard,Python Loops,"s=0
for i in range(2,101,2): s+=i
print(s)  # Output: 2550"
2022,Section B,6b,What is the difference between append() and extend() methods in Python lists?,Very Short Answer,1.0,easy,Python Basics - Lists and Loops,append() adds a single element to the end. extend() adds all elements of an iterable to the end.
2024,Section B,6g,Write a Python function to find the factorial of a number using recursion.,Short Answer,2.0,hard,Python Basics - Functions and Default Arguments,"def fact(n):
    if n==0: return 1
    return n*fact(n-1)"
2018,Section B (Python),6h,Write a Python program to count the number of vowels in a given string.,Short Answer,2.0,hard,Python Basics - String Operations and Loops,"def countVowels(s):
    return sum(1 for c in s.lower() if c in 'aeiou')"
2021,Section B (Python),1b,"What is the use of the random module in Python? Write code to shuffle a list L=[1,2,3,4,5].",Short Answer,2.0,hard,Python Basics - Random and Lists,"random module provides functions for random operations. import random; L=[1,2,3,4,5]; random.shuffle(L); print(L)"
2013,Section B (Python),1b,What is the difference between a list and a tuple in Python?,Very Short Answer,1.0,easy,Python Data Structures,"List is mutable (can be changed), uses []. Tuple is immutable (cannot be changed), uses (). Lists are slower; tuples are faster."
2025,Section B,6d,Write a Python function that returns the second largest element in a list.,Short Answer,2.0,hard,Python - Lists and String Operations,"def secondLargest(lst):
    s=sorted(set(lst),reverse=True)
    return s[1] if len(s)>1 else None"
2010,Section B (Python),5h,What is a constructor in Python? Write a class Circle with a constructor that initializes radius.,Short Answer,2.0,hard,Python OOP - Class Definition,"__init__ is the constructor. class Circle:
    def __init__(self,r):
        self.radius=r
    def area(self):
        return 3.14*self.radius**2"
2018,Section B (Python),6b,Differentiate between class variables and instance variables in Python with an example.,Short Answer,2.0,medium,Python OOP - Class Variables and Instance Variables,"Class variable: shared by all objects (e.g., count=0 inside class). Instance variable: unique per object (e.g., self.name in __init__)."
2015,Section B (Python),4h,Explain method overriding in Python with an example using Animal and Dog classes.,Short Answer,3.0,medium,Python OOP - Polymorphism,"class Animal:
    def sound(self): print('Generic sound')
class Dog(Animal):
    def sound(self): print('Woof')  # overrides Animal.sound()"
2023,Section B,3c,Write a Python class RECTANGLE with methods to calculate area and perimeter.,Short Answer,2.0,hard,Python OOP - Class Definition,"class RECTANGLE:
    def __init__(self,l,b): self.l=l; self.b=b
    def area(self): return self.l*self.b
    def perimeter(self): return 2*(self.l+self.b)"
2013,Section B (Python),3b,"What is multiple inheritance in Python? Give an example with classes P, Q, R where R inherits from P and Q.",Short Answer,3.0,hard,Python OOP - Multiple Inheritance,"class P:
    def show(self): print('P')
class Q:
    def display(self): print('Q')
class R(P,Q): pass
r=R(); r.show(); r.display()"
2015,Section B (Python),4a,What is the use of super() in Python? Demonstrate with a parent and child class.,Short Answer,2.0,easy,Python Inheritance / super(),"super() refers to the parent class. class Child(Parent):
    def __init__(self):
        super().__init__()  # calls Parent's __init__"
2022,Section B,5h,"Find the output: class A:
    def __init__(self): print('A init')
class B(A):
    def __init__(self): super().__init__(); print('B init')
b=B()",Short Answer,2.0,medium,Python Constructors / Inheritance,"A init
B init"
2012,Section B (Python),5b,Write a Python class EMPLOYEE with private attribute __salary and a method to get and set the salary.,Short Answer,2.0,hard,Python Classes,"class EMPLOYEE:
    def __init__(self,s): self.__salary=s
    def getSalary(self): return self.__salary
    def setSalary(self,s): self.__salary=s"
2016,Section B (Python),6b,Write Python functions to PUSH and POP elements in a stack using a list.,Short Answer,2.0,hard,Python Stack Programs,"stack=[]
def PUSH(s,x): s.append(x)
def POP(s):
    if s: return s.pop()
    print('Underflow')"
2015,Section B (Python),5c,Write a Python function to implement a queue using a list with enqueue and dequeue operations.,Short Answer,2.0,hard,Python - Queue Data Structure,"queue=[]
def enqueue(q,x): q.append(x)
def dequeue(q):
    if q: return q.pop(0)
    print('Queue Empty')"
2010,Section B (Python),5h,Write a Python function to perform linear search on a list and return the index of the element.,Short Answer,2.0,hard,Python - Lists and Functions,"def linearSearch(lst,key):
    for i in range(len(lst)):
        if lst[i]==key: return i
    return -1"
2020,Section B (Python),1a,Write a Python function for bubble sort on a list in ascending order.,Short Answer,3.0,hard,Python - Sorting Algorithms,"def bubbleSort(a):
    n=len(a)
    for i in range(n-1):
        for j in range(n-i-1):
            if a[j]>a[j+1]: a[j],a[j+1]=a[j+1],a[j]"
2014,Section B (Python),5d,Write a Python function to check if a given number is prime.,Short Answer,2.0,hard,Python - Prime Numbers,"def isPrime(n):
    if n<2: return False
    for i in range(2,int(n**0.5)+1):
        if n%i==0: return False
    return True"
2015,Section B (Python),1e,Write a Python program to count the frequency of each element in a list using a dictionary.,Short Answer,2.0,hard,Python Data Structures,"def freq(lst):
    d={}
    for x in lst:
        d[x]=d.get(x,0)+1
    return d"
2011,Section B (Python),1b,"Write a Python program to write a list of names to a text file, one per line.",Short Answer,2.0,hard,Python File Handling,"names=['Alice','Bob','Charlie']
with open('names.txt','w') as f:
    for n in names: f.write(n+'\n')"
2019,Section B (Python),3c,Write a Python program to count the number of lines in a text file 'data.txt'.,Short Answer,2.0,hard,Python - File Handling (Text),"with open('data.txt','r') as f:
    lines=f.readlines()
print(len(lines))"
2023,Section B,6a,What is Pickle in Python? Write code to serialize and deserialize a dictionary using pickle.,Short Answer,2.0,hard,Python - File Handling (Pickle),"import pickle
d={'a':1,'b':2}
with open('data.pkl','wb') as f: pickle.dump(d,f)
with open('data.pkl','rb') as f: d2=pickle.load(f)"
2017,Section B (Python),3a,Write a Python program using binary file to store and retrieve a STUDENT object using pickle.,Long Answer,4.0,hard,Python Pickle / Binary File Handling,"import pickle
class STUDENT:
    def __init__(self,n,m): self.name=n; self.marks=m
s=STUDENT('Ravi',95)
with open('s.dat','wb') as f: pickle.dump(s,f)
with open('s.dat','rb') as f: s2=pickle.load(f); print(s2.name,s2.marks)"
2019,Section B (Python),6h,Write a Python function to search for a name in a CSV file and display matching records.,Short Answer,2.0,hard,Python - File Handling,"import csv
def search(name):
    with open('data.csv') as f:
        r=csv.reader(f)
        for row in r:
            if row[0]==name: print(row)"
2014,Section B (Python),5h,What is exception handling in Python? Write a program that handles ZeroDivisionError.,Short Answer,2.0,hard,Python Exception Handling,"try:
    x=int(input('Enter number: '))
    print(10/x)
except ZeroDivisionError:
    print('Cannot divide by zero')"
2020,Section B (Python),5f,What is the difference between TypeError and ValueError in Python? Give one example of each.,Short Answer,2.0,medium,Python Error Types,"TypeError: wrong type used (e.g., '5'+5). ValueError: right type but wrong value (e.g., int('abc'))."
2016,Section B (Python),6b,Write Python code to connect to a MySQL database 'school' and fetch all records from table 'STUDENTS'.,Short Answer,2.0,hard,Python - Database Connectivity,"import mysql.connector as m
con=m.connect(host='localhost',user='root',passwd='',database='school')
cur=con.cursor()
cur.execute('SELECT * FROM STUDENTS')
for row in cur: print(row)"
2011,Section B (Python),2a,"Write a Python function to insert a new student record into MySQL table STUDENTS(RollNo, Name, Marks).",Short Answer,2.0,hard,Python MySQL Connectivity,"def insertStudent(rno,name,marks):
    cur.execute(f""INSERT INTO STUDENTS VALUES({rno},'{name}',{marks})"")
    con.commit()"
2016,Section B (Python),2e,What is cursor in Python-MySQL connectivity? Write code to create a cursor object.,Very Short Answer,1.0,easy,Python - Database Connectivity,Cursor is an object to execute SQL queries. Code: cursor=connection.cursor()
2016,Section B (Python),2d,Write Python code to update the marks of a student with RollNo=5 to 95 in STUDENTS table.,Short Answer,2.0,hard,Python - Database Connectivity,"cur.execute('UPDATE STUDENTS SET Marks=95 WHERE RollNo=5')
con.commit()"
2021,Section B (Python),3c,Identify valid Python identifiers from: (i) _count (ii) 2name (iii) my-var (iv) TotalScore,Very Short Answer,1.0,easy,Python Basics - Identifiers,Valid: (i) _count (iv) TotalScore. Invalid: (ii) 2name (starts with digit) (iii) my-var (hyphen not allowed)
2023,Section B,1e,Which Python library module contains the function randint()? Write a statement to generate a random integer between 1 and 50.,Very Short Answer,1.0,easy,Python Basics - Library Modules,"Module: random. Statement: import random; x = random.randint(1,50)"
2018,Section B (Python),4c,What are mutable and immutable data types in Python? Give one example of each.,Short Answer,2.0,medium,Python Basics - Data Types,"Mutable types can be changed after creation (e.g., list). Immutable types cannot be changed (e.g., tuple)."
2022,Section B,4b,Rewrite the following Python code removing all errors: def square(n) return n*n print(square[5]),Short Answer,2.0,medium,Python Basics - Syntax Errors,"Errors: (1) Missing colon after def square(n) (2) square[5] should be square(5). Corrected: def square(n): return n*n
print(square(5))"
2018,Section B (Python),6g,"Find the output: x=[10,20,30,40,50]; print(x[1:4]); print(x[-2:])",Short Answer,2.0,medium,Python Basics - Lists and Loops,"[20, 30, 40]
[40, 50]"
2014,Section B (Python),5d,Write a Python program to print the sum of all even numbers from 1 to 100.,Short Answer,2.0,hard,Python Loops,"s=0
for i in range(2,101,2): s+=i
print(s)  # Output: 2550"
